219dff00e###@@@###Andreas Beeker###@@@###2017-09-08###@@@###tag r1807825 as 3.17
e1f37388f###@@@###Greg Woolsey###@@@###2017-07-26###@@@###Fix data validation value list evaluation
49a222ecb###@@@###Andreas Beeker###@@@###2017-07-26###@@@####61350 - Use unsynchronized xmlbeans
9e896b17e###@@@###Greg Woolsey###@@@###2017-07-26###@@@###Another font size variation.  I suspect it is my Windows 10 scaling factor, set to 100% instead of the Windows 10 default 125%.
16f331054###@@@###Tim Allison###@@@###2017-07-26###@@@###61337 -- try to convert assertions to exceptions.  I left in the assertions for the binary search components.
21cbf101b###@@@###Tim Allison###@@@###2017-07-26###@@@###61346 add more sanity checks before allocating byte arrays in emf/wmf
4ca2ad85b###@@@###Andreas Beeker###@@@###2017-07-26###@@@###remove test leftover
d345faa02###@@@###Andreas Beeker###@@@###2017-07-25###@@@###Bug 61182 - Invalid signature created for streamed xlsx file - add hashes for other linebreaks
a07ed9e86###@@@###Tim Allison###@@@###2017-07-25###@@@###61338 -- avoid infinite loop triggered by fuzzed wmf file
df3910135###@@@###Tim Allison###@@@###2017-07-25###@@@###61295 -- prevent potential oom in HPSF triggered by fuzzed file
67719a8d4###@@@###Tim Allison###@@@###2017-07-24###@@@###augment expected sizes in TestFonts
cc0294d58###@@@###Dominik Stadler###@@@###2017-07-24###@@@###Refactor test somewhat to make it easier to see what it actually verifies Check some more to see why it fails sometimes in CI, e.g. on node qnode1
08b03d954###@@@###Andreas Beeker###@@@###2017-07-24###@@@###Fonts bugfix
2325cdb9e###@@@###Andreas Beeker###@@@###2017-07-23###@@@###Bug 61331 - Font group handling / common font interface
8a95a71a4###@@@###Dominik Stadler###@@@###2017-07-21###@@@###My version of Java 6 chokes on Generics here
f28bbb750###@@@###Dominik Stadler###@@@###2017-07-21###@@@###Adjust TestFonts for my version of Ubuntu
ef99b6c6f###@@@###Dominik Stadler###@@@###2017-07-21###@@@###Add note that japicmp cannot be upgrade until Gradle 4 is used
c76672b8a###@@@###Dominik Stadler###@@@###2017-07-21###@@@###ExtractorFactory: Try to close resources also on Errors to avoid keeping files open too long
db1b62efe###@@@###Dominik Stadler###@@@###2017-07-21###@@@###Fix some IntelliJ warnings
2a2ef074a###@@@###Dominik Stadler###@@@###2017-07-19###@@@###Exclude some more nodes for OpenJDK build
d4c9e0206###@@@###PJ Fanning###@@@###2017-07-17###@@@###fix tests broken by <br/> doc changes
810d03f49###@@@###PJ Fanning###@@@###2017-07-17###@@@###javadoc: replace invalid self enclosing elements
9b3812d02###@@@###PJ Fanning###@@@###2017-07-15###@@@###some javadoc fixes
d5f043f73###@@@###PJ Fanning###@@@###2017-07-15###@@@###try to fix build issues since namespaces constants were changed
408e23655###@@@###Tim Allison###@@@###2017-07-14###@@@###bug 61300 -- prevent really long (infinite?) loop on corrupt file
2398bb7a6###@@@###Tim Allison###@@@###2017-07-14###@@@###clean up whitespace and indents
b0b3ad66b###@@@###Tim Allison###@@@###2017-07-14###@@@###avoid using non-ascii in unit tests
93b1f0664###@@@###Tim Allison###@@@###2017-07-14###@@@###bug 61286/bug 61287 -- allow WriteProtectRecord to have 2 bytes, and allow for HeaderFooter to be empty.
c7db66a30###@@@###Tim Allison###@@@###2017-07-14###@@@###bug 61294 -- cleaned up based on PJ Fanning's code review.  Went with a copy/paste from commons-io.
a91c041c4###@@@###Javen O'Neal###@@@###2017-07-14###@@@###bug 61296: suggest de-duplication of purl dublin core namespace url
36e97a30e###@@@###Javen O'Neal###@@@###2017-07-14###@@@###bug 61296: deduplicate ooxml schema constants
0a18068f0###@@@###Javen O'Neal###@@@###2017-07-14###@@@###bug 61296: consolidate some of the ooxml namespace uri copy-paste in POI, prepare to make these usable by downstream libraries like Tika
e8d59d0d7###@@@###Javen O'Neal###@@@###2017-07-14###@@@###bug 61296: consolidate some of the ooxml namespace uri copy-paste in POI, prepare to make these usable by downstream libraries like Tika
278a235b0###@@@###Tim Allison###@@@###2017-07-13###@@@###bug 61294 -- prevent infinite loop in IOUtils' skipFully.
d1a51f76f###@@@###PJ Fanning###@@@###2017-07-13###@@@###avoid unnecessary string concats in SXSSF SheetDataWriter
f1cf95ecb###@@@###Javen O'Neal###@@@###2017-07-13###@@@###add 362px font height for my computer's configuration (high-dpi monitor)
2b0ded5cb###@@@###Javen O'Neal###@@@###2017-07-13###@@@###replace commented-out throw-away code that writes workbook to C:\temp\xxxxx.xlsx for manual review with XSSFTestDataSamples.writeOut(wb, "bug xxxxx for manual review")
dc869e5e4###@@@###Javen O'Neal###@@@###2017-07-13###@@@###replace return variable assignments with return statements
08a624f17###@@@###Javen O'Neal###@@@###2017-07-13###@@@###github #43: fix roundUp and roundDown. Thanks to @FishMeat on github for the patch. This closes #43 on github.
eddad1177###@@@###PJ Fanning###@@@###2017-07-12###@@@###[Bug-61281] fix issue with export of table columns - Thanks to Daniel for the patch
748e0c498###@@@###PJ Fanning###@@@###2017-07-12###@@@###remove more deprecated methods
f11bb182e###@@@###PJ Fanning###@@@###2017-07-12###@@@###remove deprecated methods from CommentsTable
1f8de11b3###@@@###PJ Fanning###@@@###2017-07-11###@@@###[Bug-61281] guard against index out of bounds in XSSFExportToXml column mapping
9ae9aa021###@@@###PJ Fanning###@@@###2017-07-10###@@@###expand range of acceptable values in TestFonts
1137099aa###@@@###Javen O'Neal###@@@###2017-07-10###@@@###bug 60685: ignore problems with HPBF Publisher Quill Contents PLC hyperlink records so that text extraction can continue
080070295###@@@###Javen O'Neal###@@@###2017-07-10###@@@###whitespace
4c10645b4###@@@###Andreas Beeker###@@@###2017-07-09###@@@###font rendering - handle a few system dependent textbox sizes
e046241c3###@@@###PJ Fanning###@@@###2017-07-09###@@@###[Bug-61268] avoid NegativeArraySizeException parsing doc file
9225a961a###@@@###PJ Fanning###@@@###2017-07-09###@@@###fix spelling
05c7c1630###@@@###Nick Burch###@@@###2017-07-09###@@@####61266 Test for old unsupported MS Write WRI files, and give a more helpful exception if found, plus unit tests
0cac9103b###@@@###Andreas Beeker###@@@###2017-07-09###@@@###Rollback of r1801368 because of a generics bug with self-referenced types in Java6
04ffc95da###@@@###Andreas Beeker###@@@###2017-07-09###@@@###SL Common: narrow generics definition because of tighter java9 checks
e3c7ef471###@@@###Andreas Beeker###@@@###2017-07-08###@@@###test environment via ant - not via the shell - hope that makes sense ...
edae42cb9###@@@###Andreas Beeker###@@@###2017-07-08###@@@###add .ttf to ignored test integration resources
377615e9c###@@@###Andreas Beeker###@@@###2017-07-08###@@@####61169 - Text with Japanese characters overflows textbox - add resize methods with Graphics argument
cfc7aa431###@@@###PJ Fanning###@@@###2017-07-08###@@@###[Bug 58975] add test case for new function args default of 255
23567cd3a###@@@###PJ Fanning###@@@###2017-07-06###@@@###[github-25] support excel number trailing comma format - Thabks to Luca Martini for proving the patch
a0aa8807b###@@@###PJ Fanning###@@@###2017-07-05###@@@###[Bug 58975] do not cast numberOfOperands to byte in AbstractFunctionPtg
a33eef41a###@@@###PJ Fanning###@@@###2017-07-03###@@@###fix javadoc issue
86f7d0b89###@@@###PJ Fanning###@@@###2017-07-03###@@@###[Bug 60422] fix data formatter issue with specific format in German locale
68be989d2###@@@###PJ Fanning###@@@###2017-07-03###@@@###[Bug 61246] remove flush method
0c9a1ef20###@@@###PJ Fanning###@@@###2017-07-03###@@@###[Bug 61246] fix issue where SXSSF sheet data has unicode surrogate chars replaced by '?'
e02f6e038###@@@###PJ Fanning###@@@###2017-07-03###@@@###Remove check for jdk1.5 in test because POI now only supports jre1.6 and up
3cac752c8###@@@###PJ Fanning###@@@###2017-07-02###@@@###Add missing deprecations for CellType methods that return ints
0aa4406a0###@@@###PJ Fanning###@@@###2017-07-02###@@@###add test case for date formatting using different locales
645aa063f###@@@###Andreas Beeker###@@@###2017-07-01###@@@###add version.id to release notes in update-download template
a09a3398c###@@@###Andreas Beeker###@@@###2017-06-30###@@@####61243 - Refactor and unify toString/toXml in DDF
cbb15b1ef###@@@###PJ Fanning###@@@###2017-06-30###@@@###Remove more deprecated code (MissingCellPolicy)
05d8c18a5###@@@###PJ Fanning###@@@###2017-06-30###@@@###Remove more deprecated code (BorderFormatting constants)
ee70c9a8f###@@@###PJ Fanning###@@@###2017-06-30###@@@###Remove more deprecated code (especially from Spreadsheet Cell classes)
e552b04d9###@@@###Javen O'Neal###@@@###2017-06-30###@@@###remove incomplete javadocs
7cb0588da###@@@###Javen O'Neal###@@@###2017-06-30###@@@###add @Internal annotation to methods that return a CT* class add @Override annotation where missing
07a7987a4###@@@###Greg Woolsey###@@@###2017-06-29###@@@###Expose one more bit of style information generically (for XSSF).  If someone needs all these properties for HSSF charts as well, we can build a new Interface for the various bits and populate it with things like axis line width and color, etc. but for now I think most users are in the XSSF realm like me.
2cbd15ece###@@@###Nick Burch###@@@###2017-06-29###@@@###Deprecated xssfSheetIterator has been removed, so remove javadoc reference
b2d19936e###@@@###Andreas Beeker###@@@###2017-06-29###@@@###remove temporary jenkins debug output
1ce039753###@@@###Andreas Beeker###@@@###2017-06-29###@@@###remove timezoned call to Date.toString() - SignatureProperties don't necessarily need an Id attribute
2ec623fe0###@@@###PJ Fanning###@@@###2017-06-29###@@@###remove deprecated org.apache.poi.hssf.record.RecordFormatException
af35e389d###@@@###PJ Fanning###@@@###2017-06-29###@@@###remove some unused imports
5f6e2b780###@@@###PJ Fanning###@@@###2017-06-29###@@@###remove deprecated POIXMLDocument.hasOOXMLHeader
128112742###@@@###PJ Fanning###@@@###2017-06-29###@@@###remove deprecated org.apache.poi.hssf.record.RecordFormatException
657784ce1###@@@###PJ Fanning###@@@###2017-06-29###@@@###Remove old XSSFWorkbook wb.xssfSheetIterator method
4bcc0f4eb###@@@###PJ Fanning###@@@###2017-06-29###@@@###Remove old XSSFPaswordHelper
b3149fe1a###@@@###Nick Burch###@@@###2017-06-28###@@@###Fix javadoc warnings
07c18a905###@@@###Nick Burch###@@@###2017-06-28###@@@###Used deprecated external method removed, so remove internal method
a658a7f57###@@@###Nick Burch###@@@###2017-06-28###@@@###Used deprecated external method removed, so remove internal method
9ef695aed###@@@###Andreas Beeker###@@@###2017-06-28###@@@###add debugging info to find signature differences
5c65b55bd###@@@###PJ Fanning###@@@###2017-06-28###@@@###Ensure SpreadsheetVersion is set for AreaReferences
51b46a9e4###@@@###Andreas Beeker###@@@###2017-06-28###@@@###Bug 61182 - Invalid signature created for streamed xslx file
4209a1b2d###@@@###PJ Fanning###@@@###2017-06-28###@@@###Remove some deprecated *SSF APIs
a753adb84###@@@###Nick Burch###@@@###2017-06-25###@@@###Add import for javadocs references
03d4e52bc###@@@###PJ Fanning###@@@###2017-06-24###@@@###expand StaxHelper
196b1429f###@@@###Andreas Beeker###@@@###2017-06-24###@@@###prepare for 3.17-beta2
85963a56f###@@@###Andreas Beeker###@@@###2017-06-24###@@@###rollback invalid commit - r1799740
6aae53935###@@@###Andreas Beeker###@@@###2017-06-24###@@@###release prepare for 3.17-beta1 - pin documentation
61b0ecbd4###@@@###PJ Fanning###@@@###2017-06-24###@@@###Add StaxHelper to ensure that StAX parsers have sensible defaults, including settings to avoid XML Entity Expansion issues
972d56189###@@@###Greg Woolsey###@@@###2017-06-24###@@@###Add file that failed regression tests as a unit test.
eee5205d0###@@@###PJ Fanning###@@@###2017-06-24###@@@###[Bug 60422] Fix forbidden-api build issue
c1cc93a2e###@@@###PJ Fanning###@@@###2017-06-24###@@@###[Bug 60422] Tidy up test case
66b39c70a###@@@###PJ Fanning###@@@###2017-06-23###@@@###Bug 60422 add testtestcase with current LocaleUtil workaround
0e23e4e9d###@@@###Greg Woolsey###@@@###2017-06-23###@@@###Move my new unit conversions to the Units class, move and deprecate duplicate and scattered unit constants, update constant references to standardize on the ones in the Units class.
12048f528###@@@###Greg Woolsey###@@@###2017-06-23###@@@###Bug 61203
8c67848ad###@@@###Greg Woolsey###@@@###2017-06-23###@@@###Bug 61203 - XSSFDrawing.getAnchorFromParent handles CTOneCellAnchor incorrectly, ignores CTAbsoluteAnchor
649280df8###@@@###Tim Allison###@@@###2017-06-20###@@@###bug 61045 -- allow for (and log!) extra bytes in FormatRecord.
fe5f8fb54###@@@###Tim Allison###@@@###2017-06-20###@@@###bug 61053 -- not a fix, but this aligns XSSFBSheetHandler's behavior with streaming and non-streaming extractors for xlsx
c0e5fcaa9###@@@###Javen O'Neal###@@@###2017-06-20###@@@###javadoc
1866c6975###@@@###Javen O'Neal###@@@###2017-06-20###@@@###@Ignore("requires an internet connection to a 3rd party site"
9326624d7###@@@###Javen O'Neal###@@@###2017-06-20###@@@###unit test that is not written yet should fail
de9134c1d###@@@###Javen O'Neal###@@@###2017-06-20###@@@###simplify unit test code with IOUtils.write to a NullOutputStream
4a51090ae###@@@###Nick Burch###@@@###2017-06-20###@@@###Javadoc fix
171692edf###@@@###Javen O'Neal###@@@###2017-06-20###@@@###bug 57919: close opened resources
46b5d839c###@@@###Javen O'Neal###@@@###2017-06-20###@@@###bug 57919: add functions to write and close a POIDocument, guaranteeing closure of the output stream and document.
597108368###@@@###Javen O'Neal###@@@###2017-06-20###@@@###rename createXls and createXlsx helper functions: these are specifically for testing text rotation. Made the file creation compatible on Windows and Mac/Linux using POI TempFile instead of a hard-coded filename.
51065c815###@@@###Javen O'Neal###@@@###2017-06-20###@@@###bug 58113: this passes with SXSSF now
15212e0fe###@@@###Javen O'Neal###@@@###2017-06-20###@@@###bug 56557: open test-data/spreadsheet/56557.xlsx such that the unit test test56557() does not leave a modified file on disk after running.
4d692223b###@@@###Javen O'Neal###@@@###2017-06-20###@@@###whitespace
5de40d326###@@@###Javen O'Neal###@@@###2017-06-20###@@@###bug 52063: support 2-argument LOOKUP(lookup_value, array) function in Excel
2095c9240###@@@###Dominik Stadler###@@@###2017-06-19###@@@###Improve error message if we encounter invalid/unexpected files in integration tests Adjust some tests slightly
66bf6c5ad###@@@###Dominik Stadler###@@@###2017-06-18###@@@###Need to do the casting differently to make the code compile with Java 6
128ba623f###@@@###Dominik Stadler###@@@###2017-06-18###@@@###Don't try to clone a chart, this makes integration-tests work for a few more documents, also the one added via bug 56557
a37f6a499###@@@###Dominik Stadler###@@@###2017-06-18###@@@###Update forbidden-apis to version 2.3
bac17be56###@@@###Dominik Stadler###@@@###2017-06-18###@@@###Fix some IntelliJ warnings
0e57435ab###@@@###Andreas Beeker###@@@###2017-06-17###@@@####61169 - Text with Japanese characters overflows textbox
b1ed57750###@@@###Dominik Stadler###@@@###2017-06-16###@@@###Add missing file for test for bug 56557
20f46393f###@@@###Dominik Stadler###@@@###2017-06-16###@@@###Fix some IntelliJ warnings
c05e2ae64###@@@###Javen O'Neal###@@@###2017-06-15###@@@###bug 61170: add comment why we should catch exceptions in SAXHelper
f66153c81###@@@###Javen O'Neal###@@@###2017-06-15###@@@###bug 61170: add extra logging to SaxHelper. Thanks to PJ Fanning for the patch! This closes #58 on github.
14b2d4501###@@@###Andreas Beeker###@@@###2017-06-14###@@@####61162 - En-/decryption support for HWPF - encryption support for HWPF - refactor/unify EncryptionInfo handling in H**F classes - remove Iterable interface from WorkbookRecordList - use getRecords() instead, to prevent modifications over the Iterator
e5c5cba87###@@@###Greg Woolsey###@@@###2017-06-12###@@@###Standardize some more common chart axis properties.
036aa25f7###@@@###Nick Burch###@@@###2017-06-10###@@@###Javadoc has some references to unit test classes, so put the junit jars on the javadoc classpath
8d7bab82b###@@@###Greg Woolsey###@@@###2017-06-10###@@@###Don't report data table master cells as formula cells, since POI doesn't evaluate data table formulas.
937500f6e###@@@###Dominik Stadler###@@@###2017-06-09###@@@###Forbidden-APIs needs junit-jars
05570364d###@@@###Dominik Stadler###@@@###2017-06-09###@@@###Move one testcase with incorrect source location remove some junit dependencies in example-code build: do not pass junit-jar to normal compile targets to avoid introducing it as dependency again Reformat code, fix warnings, ...
938bb91c5###@@@###Dominik Stadler###@@@###2017-06-09###@@@###Bug 60374: Add test for ArrayIndexOutOfBounds on old Word Documents due to Non-Unicode
993801aa1###@@@###Nick Burch###@@@###2017-06-07###@@@###Update the CreateTable example to reduce the use of the raw CT classes
7b38f8c5f###@@@###Nick Burch###@@@###2017-06-07###@@@###Permit table style modifications, needed for CreateTable
fd0e150a9###@@@###Nick Burch###@@@###2017-06-07###@@@###Make it possible to create simple XSSF sheet tables without needing CT classes directly
2ce00a5a7###@@@###Nick Burch###@@@###2017-06-07###@@@###XSSFTable should format numeric/date cells when used as Column Header names as Excel does, see https://stackoverflow.com/questions/44407111/apache-poi-cant-format-filled-cells-as-numeric
a5dda416e###@@@###Andreas Beeker###@@@###2017-06-07###@@@###Ignore JCE restriction errors
20dcde37e###@@@###Andreas Beeker###@@@###2017-06-06###@@@###Handle encrypted files with known password in integration tests
739599059###@@@###Andreas Beeker###@@@###2017-06-06###@@@###Replace HWPFOutputStream with ByteArrayOutputStream - it doesn't add any new features
2b4f94488###@@@###Andreas Beeker###@@@###2017-06-06###@@@####61162 - En-/decryption support for HWPF Decryption for Binary RC4 and CryptoAPI (... XOR is missing)
70db823b1###@@@###Javen O'Neal###@@@###2017-06-04###@@@###bug 58325, github-57: Set svn props. This closes #57 on github.
b0d0f2d25###@@@###Javen O'Neal###@@@###2017-06-04###@@@###bug 58325: enable TestXSSFShape unit tests. Thanks to Dominik Stadler for the initial unit test. Thanks to PJ Fanning for discovering that the bug was fixed at some point in the past and enabling the unit tests.
efccafd89###@@@###Andreas Beeker###@@@###2017-05-31###@@@###fix eclipse resource leak warnings
4232a7220###@@@###Javen O'Neal###@@@###2017-05-31###@@@###javadocs
95164e4a5###@@@###Andreas Beeker###@@@###2017-05-31###@@@###SonarQube fixes - close resources
7e6007e0b###@@@###Greg Woolsey###@@@###2017-05-31###@@@####61085 support table styles
eb9501704###@@@###Andreas Beeker###@@@###2017-05-30###@@@###increase heap size for ooxml compilation again, because of failing (gradle?) builds
b2ab7542a###@@@###Andreas Beeker###@@@###2017-05-30###@@@###Add logging for gradle->ant->javac OOM
3189e0138###@@@###Andreas Beeker###@@@###2017-05-30###@@@###ignore <project root>/tmp directory
49e47cb6e###@@@###Andreas Beeker###@@@###2017-05-30###@@@###Bug 61119 - Fix preset shape rendering and shading
b3c690774###@@@###Javen O'Neal###@@@###2017-05-28###@@@###bug 61059: fix NamePtg to read unsigned shorts instead of signed shorts, avoiding a AIOOBE when a workbook contains more than 32k Names. Thanks to Travis Burtrum for the patch.
479b45ced###@@@###Greg Woolsey###@@@###2017-05-26###@@@###Bug 60898 - XSSFColor's getARGB() method returns a wrong color value when a workbook has a custom indexed color
586cf38f1###@@@###Greg Woolsey###@@@###2017-05-26###@@@###Bug 60898 - XSSFColor's getARGB() method returns a wrong color value when a workbook has a custom indexed color
3021f03be###@@@###Dominik Stadler###@@@###2017-05-24###@@@###Add jmh to Sonar-Maven build as well, add comment why we need to stick to 1.15 for now
d86802695###@@@###Dominik Stadler###@@@###2017-05-23###@@@###Bug 61063: Add a RefListEval to handle UnionPtg and implement it for Rank(), may be missing for other functions where ArrayEval is currently handled
8564aa7bb###@@@###Dominik Stadler###@@@###2017-05-23###@@@###Reformat code somewhat
7881d0574###@@@###Javen O'Neal###@@@###2017-05-20###@@@###github-55: document that CellReference#isRowWithinRange(String rowNum, SpreadsheetVersion ss) expects rowNum to be parseable as an integer
4ff23197e###@@@###Javen O'Neal###@@@###2017-05-20###@@@###bug 61110: remove deprecated, misspelled CellReference#isRowWithnRange and #isColumnWithnRange methods
390444a3b###@@@###Andreas Beeker###@@@###2017-05-20###@@@###Increase memory for xmlbean generation, because of failing gump builds.
2d2aa5196###@@@###Greg Woolsey###@@@###2017-05-20###@@@####61085 support table styles
6e6cf9ea5###@@@###Greg Woolsey###@@@###2017-05-20###@@@###add the new test dependency so tests can run from Eclipse (required for running local builds in Eclipse)
284f7d19c###@@@###Javen O'Neal###@@@###2017-05-19###@@@###github-55: NumberFormatException if XSSFName.setNameName is set with a long name that looks similar to a cell address. Thanks to Thomas S @Millie4Ever This closes #55 on github. https://github.com/apache/poi/pull/55
0b767886b###@@@###Javen O'Neal###@@@###2017-05-16###@@@###replace "String.indexOf(String) >= 1" with "String.contains(String)"
f701e81a6###@@@###Javen O'Neal###@@@###2017-05-16###@@@###github-25: add enable locking and tab color in SXSSFSheet. Thanks to Danilo Rangel. This closes #25. https://github.com/apache/poi/pull/25
b6f78f8d5###@@@###Javen O'Neal###@@@###2017-05-16###@@@###github-32: speed up Irr() Excel formula computation by replacing Math.pow() with multiplication. Thanks to Daniel Kuan! This closes #32. https://github.com/apache/poi/pull/32
be5106a1d###@@@###Javen O'Neal###@@@###2017-05-16###@@@###github-43: add disabled unit test showing a problem with ROUNDUP(3987*0.2, 2). Thanks to @FishMeat. https://github.com/apache/poi/pull/43
fec503f1d###@@@###Nick Burch###@@@###2017-05-16###@@@###Javadoc fixes
b527f96da###@@@###Javen O'Neal###@@@###2017-05-16###@@@###github-52: add ExcelToHtmlConverter method that works on InputStreams. Thanks to Tony Zeng! This closes #52. https://github.com/apache/poi/pull/52
fac98b5be###@@@###Javen O'Neal###@@@###2017-05-16###@@@###github-53: fix NPE when iterating over paragraphs in certain *.docx files. Thanks to Praful Kumar Vaishnav! This closes #53. https://github.com/apache/poi/pull/53
5c62492ff###@@@###Javen O'Neal###@@@###2017-05-15###@@@###github-54: when adding a picture to an XSSFWorkbook, reduce memory consumption by 100x and increase speed by 10x based on OpenJDK JMH benchmarking. Thanks to Tim Helmstedt! This closes #54. https://github.com/apache/poi/pull/54
8c1346b13###@@@###Andreas Beeker###@@@###2017-05-15###@@@###Add ASL header and exclude table preset from rat-check
90dca20bd###@@@###Andreas Beeker###@@@###2017-05-14###@@@####52117 - Invalid "last printed" summary field value - added helper method to identify undefined dates HPSF: fixed uid listing in Section.toString() HPSF: moved timestamp based "utility" methods to Filetime class HPSF: preserve original datastream for unchanged property sets
c45c64ae3###@@@###Andreas Beeker###@@@###2017-05-14###@@@###removed invalid test file
bf83a0045###@@@###Greg Woolsey###@@@###2017-05-12###@@@###tweak to use platform line separator so tests can pass on Windows as well as Linux.
